,symbol,name,area,industry,fullname,enname,market,list_date,code,exchange
0,000001,平安银行,深圳,银行,平安银行股份有限公司,"Ping An Bank Co., Ltd.",主板,19910403,sz.000001,深
1,000002,万科A,深圳,全国地产,万科企业股份有限公司,"China Vanke Co.,Ltd.",主板,19910129,sz.000002,深
2,000004,国华网安,深圳,软件服务,深圳国华网安科技股份有限公司,"Shenzhen GuoHua Network Security Technology Co., Ltd.",主板,19910114,sz.000004,深
3,000005,ST星源,深圳,环境保护,深圳世纪星源股份有限公司,Shenzhen Fountain Corporation,主板,19901210,sz.000005,深
4,000006,深振业A,深圳,区域地产,深圳市振业(集团)股份有限公司,"Shenzhen Zhenye(Group) Co.,Ltd.",主板,19920427,sz.000006,深
5,000007,*ST全新,深圳,酒店餐饮,深圳市全新好股份有限公司,"Shenzhen Quanxinhao Co.,Ltd",主板,19920413,sz.000007,深
6,000008,神州高铁,北京,运输设备,神州高铁技术股份有限公司,"China High Speed Railway Technology Co., Ltd.",主板,19920507,sz.000008,深
7,000009,中国宝安,深圳,综合类,中国宝安集团股份有限公司,"China Baoan Group Co.,Ltd.",主板,19910625,sz.000009,深
8,000010,美丽生态,深圳,建筑工程,深圳美丽生态股份有限公司,"Shenzhen Ecobeauty Co.,Ltd.",主板,19951027,sz.000010,深
9,000011,深物业A,深圳,区域地产,深圳市物业发展(集团)股份有限公司,Shenzhen Properties & Resources Development (Group) Ltd.,主板,19920330,sz.000011,深
10,000012,南玻A,深圳,玻璃,中国南玻集团股份有限公司,"CSG Holding Co.,Ltd.",主板,19920228,sz.000012,深
11,000014,沙河股份,深圳,全国地产,沙河实业股份有限公司,"Shahe Industrial Co.,Ltd.",主板,19920602,sz.000014,深
12,000016,深康佳A,深圳,家用电器,康佳集团股份有限公司,"Konka Group Co.,Ltd",主板,19920327,sz.000016,深
13,000017,深中华A,深圳,文教休闲,深圳中华自行车(集团)股份有限公司,Shenzhen China Bicycle Company (Holdings) Limited,主板,19920331,sz.000017,深
14,000019,深粮控股,深圳,其他商业,深圳市深粮控股股份有限公司,"SHENZHEN CEREALS HOLDINGS CO.,LTD.",主板,19921012,sz.000019,深
15,000020,深华发A,深圳,元器件,深圳中恒华发股份有限公司,"Shenzhen Zhongheng Huafa Co.,Ltd.",主板,19920428,sz.000020,深
16,000021,深科技,深圳,IT设备,深圳长城开发科技股份有限公司,"Shenzhen Kaifa Technology Co., Ltd.",主板,19940202,sz.000021,深
17,000023,深天地A,深圳,其他建材,深圳市天地(集团)股份有限公司,"Shenzhen Universe (Group) Co.,Ltd",主板,19930429,sz.000023,深
18,000025,特力A,深圳,汽车服务,深圳市特力(集团)股份有限公司,"Shenzhen Tellus Holding Co.,Ltd",主板,19930621,sz.000025,深
19,000026,飞亚达,深圳,其他商业,飞亚达精密科技股份有限公司,"FIYTA Precision Technology Co., Ltd.",主板,19930603,sz.000026,深
20,000027,深圳能源,深圳,火力发电,深圳能源集团股份有限公司,"Shenzhen Energy Group Co., Ltd.",主板,19930903,sz.000027,深
21,000028,国药一致,深圳,医药商业,国药集团一致药业股份有限公司,China National Accord Medicines Corporation Ltd.,主板,19930809,sz.000028,深
22,000029,深深房A,深圳,区域地产,深圳经济特区房地产(集团)股份有限公司,"Shenzhen Special Economic Zone Real Estate&Properties (Group).Co.,Ltd.",主板,19930915,sz.000029,深
23,000030,富奥股份,吉林,汽车配件,富奥汽车零部件股份有限公司,Fawer Automotive Parts Limited Company,主板,19930929,sz.000030,深
24,000031,大悦城,深圳,全国地产,大悦城控股集团股份有限公司,"Grandjoy Holdings Group Co.,Ltd.",主板,19931008,sz.000031,深
25,000032,深桑达A,深圳,元器件,深圳市桑达实业股份有限公司,"Shenzhen Sed Industry Co.,Ltd.",主板,19931028,sz.000032,深
26,000034,神州数码,深圳,综合类,神州数码集团股份有限公司,"Digital China Group Co.,Ltd.",主板,19940509,sz.000034,深
27,000035,中国天楹,江苏,环境保护,中国天楹股份有限公司,China Tianying Inc.,主板,19940408,sz.000035,深
28,000036,华联控股,深圳,全国地产,华联控股股份有限公司,China Union Holdings Ltd.,主板,19940617,sz.000036,深
29,000037,深南电A,深圳,火力发电,深圳南山热电股份有限公司,"Shenzhen Nanshan Power Co.,Ltd.",主板,19940701,sz.000037,深
30,000038,深大通,深圳,广告包装,深圳大通实业股份有限公司,"Shenzhen Capstone Industrial Co., Ltd.",主板,19940808,sz.000038,深
31,000039,中集集团,深圳,轻工机械,中国国际海运集装箱(集团)股份有限公司,"China International Marine Containers (Group) Co., Ltd",主板,19940408,sz.000039,深
32,000040,东旭蓝天,深圳,新型电力,东旭蓝天新能源股份有限公司,"Tunghsu Azure Renewable Energy Co., Ltd.",主板,19940808,sz.000040,深
33,000042,中洲控股,深圳,全国地产,深圳市中洲投资控股股份有限公司,"Shenzhen Centralcon InvestmentT Holding Co., Ltd",主板,19940921,sz.000042,深
34,000045,深纺织A,深圳,元器件,深圳市纺织(集团)股份有限公司,"Shenzhen Textile (Holdings) Co.,Ltd",主板,19940815,sz.000045,深
35,000046,泛海控股,北京,保险,泛海控股股份有限公司,"Oceanwide Holdings Co., Ltd.",主板,19940912,sz.000046,深
36,000048,京基智农,深圳,饲料,深圳市京基智农时代股份有限公司,"SHENZHEN KINGKEY SMART AGRICULTURE TIMES CO.,LTD",主板,19941101,sz.000048,深
37,000049,德赛电池,深圳,电气设备,深圳市德赛电池科技股份有限公司,"Shenzhen Desay Battery Technology Co., Ltd.",主板,19950320,sz.000049,深
38,000050,深天马A,深圳,元器件,天马微电子股份有限公司,"Tianma Microelectronics Co.,Ltd.",主板,19950315,sz.000050,深
39,000055,方大集团,深圳,其他建材,方大集团股份有限公司,"China Fangda Group Co.,Ltd.",主板,19960415,sz.000055,深
40,000056,皇庭国际,深圳,房产服务,深圳市皇庭国际企业股份有限公司,"Shenzhen Wongtee International Enterprise Co., Ltd.",主板,19960708,sz.000056,深
41,000058,深赛格,深圳,元器件,深圳赛格股份有限公司,"Shenzhen Seg Co.,Ltd.",主板,19961226,sz.000058,深
42,000059,华锦股份,辽宁,石油加工,北方华锦化学工业股份有限公司,"North Huajin Chemical Industries Co.,Ltd",主板,19970130,sz.000059,深
43,000060,中金岭南,深圳,铅锌,深圳市中金岭南有色金属股份有限公司,Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.,主板,19970123,sz.000060,深
44,000061,农产品,深圳,农业综合,深圳市农产品集团股份有限公司,"Shenzhen Agricultural Products Group Co.,Ltd.",主板,19970110,sz.000061,深
45,000062,深圳华强,深圳,批发业,深圳华强实业股份有限公司,"Shenzhen Huaqiang Industry Co.,Ltd",主板,19970130,sz.000062,深
46,000063,中兴通讯,深圳,通信设备,中兴通讯股份有限公司,ZTE Corporation,主板,19971118,sz.000063,深
47,000065,北方国际,北京,建筑工程,北方国际合作股份有限公司,NORINCO International Cooperation Ltd.,主板,19980605,sz.000065,深
48,000066,中国长城,深圳,IT设备,中国长城科技集团股份有限公司,"China Greatwall Technology Group Co., Ltd.",主板,19970626,sz.000066,深
49,000068,华控赛格,深圳,环境保护,深圳华控赛格股份有限公司,"Shenzhen Huakong Seg Co.,Ltd.",主板,19970611,sz.000068,深
50,000069,华侨城A,深圳,旅游景点,深圳华侨城股份有限公司,"Shenzhen Overseas Chinese Town Co.,Ltd.",主板,19970910,sz.000069,深
51,000070,特发信息,深圳,通信设备,深圳市特发信息股份有限公司,"Shenzhen SDG Information Co., Ltd.",主板,20000511,sz.000070,深
52,000078,海王生物,深圳,医药商业,深圳市海王生物工程股份有限公司,"Shenzhen Neptunus Bioengineering Co.,Ltd",主板,19981218,sz.000078,深
53,000088,盐田港,深圳,港口,深圳市盐田港股份有限公司,"Shenzhen Yan Tian Port Holdings Co.,Ltd",主板,19970728,sz.000088,深
54,000089,深圳机场,深圳,机场,深圳市机场股份有限公司,"Shenzhen Airport Co.,Ltd.",主板,19980420,sz.000089,深
55,000090,天健集团,深圳,建筑工程,深圳市天健(集团)股份有限公司,"Shenzhen Tagen Group Co., Ltd.",主板,19990721,sz.000090,深
56,000096,广聚能源,深圳,石油贸易,深圳市广聚能源股份有限公司,"Shenzhen Guangju Energy Co.,Ltd.",主板,20000724,sz.000096,深
57,000099,中信海直,深圳,空运,中信海洋直升机股份有限公司,"CITIC Offshore Helicopter Co., Ltd.",主板,20000731,sz.000099,深
58,000100,TCL科技,广东,元器件,TCL科技集团股份有限公司,TCL Technology Group Corporation,主板,20040130,sz.000100,深
59,000150,宜华健康,广东,医疗保健,宜华健康医疗股份有限公司,"Yihua Healthcare Co.,Ltd.",主板,20000807,sz.000150,深
60,000151,中成股份,北京,商贸代理,中成进出口股份有限公司,China National Complete Plant Import & Export Corporation Limited,主板,20000906,sz.000151,深
61,000153,丰原药业,安徽,化学制药,安徽丰原药业股份有限公司,"Anhui Fengyuan Pharmaceutical Co., Ltd.",主板,20000920,sz.000153,深
62,000155,川能动力,四川,新型电力,四川省新能源动力股份有限公司,SICHUAN NEW ENERGYPOWER COMPANY LIMITED,主板,20000926,sz.000155,深
63,000156,华数传媒,浙江,影视音像,华数传媒控股股份有限公司,"Wasu Media Holding Co.,Ltd",主板,20000906,sz.000156,深
64,000157,中联重科,湖南,工程机械,中联重科股份有限公司,"Zoomlion Heavy Industry Science and Technology Co., Ltd.",主板,20001012,sz.000157,深
65,000158,常山北明,河北,软件服务,石家庄常山北明科技股份有限公司,"Shijiazhuang ChangShan BeiMing Technology Co., Ltd",主板,20000724,sz.000158,深
66,000159,国际实业,新疆,石油贸易,新疆国际实业股份有限公司,"Xinjiang International Industry Co.,Ltd",主板,20000926,sz.000159,深
67,000166,申万宏源,新疆,证券,申万宏源集团股份有限公司,"Shenwan Hongyuan Group Co.,Ltd.",主板,20150126,sz.000166,深
68,000301,东方盛虹,江苏,化纤,江苏东方盛虹股份有限公司,"Jiangsu Eastern Shenghong Co.,Ltd.",主板,20000529,sz.000301,深
69,000333,美的集团,广东,家用电器,美的集团股份有限公司,"Midea Group Co.,Ltd.",主板,20130918,sz.000333,深
70,000338,潍柴动力,山东,汽车配件,潍柴动力股份有限公司,"Weichai Power Co.,Ltd.",主板,20070430,sz.000338,深
71,000400,许继电气,河南,电气设备,许继电气股份有限公司,"XJ Electric Co.,Ltd.",主板,19970418,sz.000400,深
72,000401,冀东水泥,河北,水泥,唐山冀东水泥股份有限公司,"Tangshan Jidong Cement Co.,Ltd.",主板,19960614,sz.000401,深
73,000402,金融街,北京,全国地产,金融街控股股份有限公司,"Financial Street Holdings Co., Ltd.",主板,19960626,sz.000402,深
74,000403,派林生物,山西,生物制药,派斯双林生物制药股份有限公司,"Pacific Shuanglin Bio-pharmacy Co., LTD",主板,19960628,sz.000403,深
75,000404,长虹华意,江西,专用机械,长虹华意压缩机股份有限公司,"Changhong Huayi Compressor Co., Ltd.",主板,19960619,sz.000404,深
76,000407,胜利股份,山东,供气供热,山东胜利股份有限公司,"Shandong Shengli Co.,Ltd.",主板,19960703,sz.000407,深
77,000408,藏格控股,青海,农药化肥,藏格控股股份有限公司,ZANGGE HOLDING COMPANY LIMITED,主板,19960628,sz.000408,深
78,000409,云鼎科技,山东,综合类,云鼎科技股份有限公司,"Yunding Technology Co.,Ltd.",主板,19960627,sz.000409,深
79,000410,ST沈机,辽宁,机床制造,沈阳机床股份有限公司,"Shenyang Machine Tool Co.,Ltd",主板,19960718,sz.000410,深
80,000411,英特集团,浙江,医药商业,浙江英特集团股份有限公司,"Zhejiang Int'l Group Co.,Ltd",主板,19960716,sz.000411,深
81,000413,东旭光电,河北,元器件,东旭光电科技股份有限公司,"Tunghsu Optoelectronic Technology Co., Ltd.",主板,19960925,sz.000413,深
82,000415,渤海租赁,新疆,多元金融,渤海租赁股份有限公司,"Bohai Leasing Co.,Ltd.",主板,19960716,sz.000415,深
83,000416,民生控股,山东,多元金融,民生控股股份有限公司,"Minsheng Holdings Co.,Ltd",主板,19960719,sz.000416,深
84,000417,合肥百货,安徽,百货,合肥百货大楼集团股份有限公司,"Hefei Department Store Group Co.,Ltd",主板,19960812,sz.000417,深
85,000419,通程控股,湖南,百货,长沙通程控股股份有限公司,"Changsha Tongcheng Holdings Co.,Ltd",主板,19960816,sz.000419,深
86,000420,吉林化纤,吉林,化纤,吉林化纤股份有限公司,"Jilin Chemical Fibre Stock Co., Ltd.",主板,19960802,sz.000420,深
87,000421,南京公用,江苏,供气供热,南京公用发展股份有限公司,"NanJing Public Utilities Development Co.,Ltd.",主板,19960806,sz.000421,深
88,000422,湖北宜化,湖北,农药化肥,湖北宜化化工股份有限公司,"Hubei Yihua Chemical Industry Co.,Ltd",主板,19960815,sz.000422,深
89,000423,东阿阿胶,山东,中成药,东阿阿胶股份有限公司,"Dong-E-E-Jiao Co., Ltd.",主板,19960729,sz.000423,深
90,000425,徐工机械,江苏,工程机械,徐工集团工程机械股份有限公司,"XCMG Construction Machinery Co., Ltd.",主板,19960828,sz.000425,深
91,000426,兴业矿业,内蒙,铅锌,内蒙古兴业矿业股份有限公司,"Inner Mongolia Xingye Mining Co.,Ltd",主板,19960828,sz.000426,深
92,000428,华天酒店,湖南,酒店餐饮,华天酒店集团股份有限公司,"Huatian Hotel Group Co.,Ltd.",主板,19960808,sz.000428,深
93,000429,粤高速A,广东,路桥,广东省高速公路发展股份有限公司,"Guangdong Provincial Expressway Development Co.,Ltd.",主板,19980220,sz.000429,深
94,000430,张家界,湖南,旅游景点,张家界旅游集团股份有限公司,"Zhang Jia Jie Tourism Group Co., Ltd",主板,19960829,sz.000430,深
95,000488,晨鸣纸业,山东,造纸,山东晨鸣纸业集团股份有限公司,Shandong Chenming Paper Holdings Limited,主板,20001120,sz.000488,深
96,000498,山东路桥,山东,建筑工程,山东高速路桥集团股份有限公司,"Shandong Hi-Speed Road&Bridge Group Co.,Ltd.",主板,19970609,sz.000498,深
97,000501,鄂武商A,湖北,百货,武汉武商集团股份有限公司,"Wuhan Department Store Group Co., Ltd.",主板,19921120,sz.000501,深
98,000502,*ST绿景,广东,综合类,绿景控股股份有限公司,"Lvjing Holding Co., Ltd.",主板,19921123,sz.000502,深
99,000503,国新健康,海南,医疗保健,国新健康保障服务集团股份有限公司,"China Reform Health Management and Services Group Co., Ltd.",主板,19921130,sz.000503,深
100,000504,南华生物,湖南,生物制药,南华生物医药股份有限公司,"Nanhua Bio-medicine Co.,Ltd.",主板,19921208,sz.000504,深
101,000505,京粮控股,海南,食品,海南京粮控股股份有限公司,"Hainan Jingliang Holdings Co., Ltd.",主板,19921221,sz.000505,深
102,000506,中润资源,山东,黄金,中润资源投资股份有限公司,Zhongrun Resources Investment Corporation,主板,19930312,sz.000506,深
103,000507,珠海港,广东,港口,珠海港股份有限公司,"Zhuhai Port Co., Ltd",主板,19930326,sz.000507,深
104,000509,*ST华塑,四川,医疗保健,华塑控股股份有限公司,"Huasu Holdings Co.,Ltd",主板,19930507,sz.000509,深
105,000510,新金路,四川,化工原料,四川新金路集团股份有限公司,"SICHUAN XINJINLU GROUP CO.,LTD",主板,19930507,sz.000510,深
106,000513,丽珠集团,广东,化学制药,丽珠医药集团股份有限公司,Livzon Pharmaceutical Group Inc.,主板,19931028,sz.000513,深
107,000514,渝开发,重庆,区域地产,重庆渝开发股份有限公司,"Chongqing Yukaifa Co.,Ltd",主板,19930712,sz.000514,深
108,000516,国际医学,陕西,医疗保健,西安国际医学投资股份有限公司,Xi'An International Medical Investment Company Limited,主板,19930809,sz.000516,深
109,000517,荣安地产,浙江,区域地产,荣安地产股份有限公司,"Rongan Property Co., Ltd.",主板,19930806,sz.000517,深
110,000518,四环生物,江苏,生物制药,江苏四环生物股份有限公司,"Jiangsu Sihuan Bioengineering Co.,Ltd",主板,19930908,sz.000518,深
111,000519,中兵红箭,湖南,专用机械,中兵红箭股份有限公司,"North Industries Group Red Arrow Co., Ltd",主板,19931008,sz.000519,深
112,000520,长航凤凰,湖北,水运,长航凤凰股份有限公司,"Chang Jiang Shipping Group Phoenix Co.,Ltd",主板,19931025,sz.000520,深
113,000521,长虹美菱,安徽,家用电器,长虹美菱股份有限公司,"Changhong Meiling CO.,LTD.",主板,19931018,sz.000521,深
114,000523,*ST浪奇,广东,日用化工,广州市浪奇实业股份有限公司,"Lonkey Industrial Co.,Ltd.Guangzhou",主板,19931108,sz.000523,深
115,000524,岭南控股,广东,酒店餐饮,广州岭南集团控股股份有限公司,Guangzhou Lingnan Group Holdings Company Limited,主板,19931118,sz.000524,深
116,000525,ST红太阳,江苏,农药化肥,南京红太阳股份有限公司,"Nanjing Red Sun Co.,Ltd.",主板,19931028,sz.000525,深
117,000526,学大教育,福建,文教休闲,学大(厦门)教育科技集团股份有限公司,"Xueda (Xiamen) Education Technology Group Co., Ltd",主板,19931101,sz.000526,深
118,000528,柳工,广西,工程机械,广西柳工机械股份有限公司,"Guangxi Liugong Machinery Co.,Ltd.",主板,19931118,sz.000528,深
119,000529,广弘控股,广东,食品,广东广弘控股股份有限公司,"Guangdong Guanghong Holdings Co.,Ltd.",主板,19931118,sz.000529,深
120,000530,冰山冷热,辽宁,机械基件,冰山冷热科技股份有限公司,"Bingshan Refrigeration & Heat Transfer Technologies Co.,Ltd.",主板,19931208,sz.000530,深
121,000531,穗恒运A,广东,火力发电,广州恒运企业集团股份有限公司,Guangzhou Hengyun Enterprises Holding Ltd,主板,19940106,sz.000531,深
122,000532,华金资本,广东,多元金融,珠海华金资本股份有限公司,"Zhuhai Huajin Capital Co.,Ltd.",主板,19940103,sz.000532,深
123,000533,顺钠股份,广东,电气设备,广东顺钠电气股份有限公司,"Guangdong Shunna Electric Co.,Ltd.",主板,19940103,sz.000533,深
124,000534,万泽股份,广东,生物制药,万泽实业股份有限公司,"Wedge Industrial Co.,Ltd.",主板,19940110,sz.000534,深
125,000536,华映科技,福建,元器件,华映科技(集团)股份有限公司,"CPT Technology (Group) Co., Ltd",主板,19931126,sz.000536,深
126,000537,广宇发展,天津,区域地产,天津广宇发展股份有限公司,"Tianjin Guangyu Development Co., Ltd.",主板,19931210,sz.000537,深
127,000538,云南白药,云南,中成药,云南白药集团股份有限公司,"Yunnan Baiyao Group Co., Ltd.",主板,19931215,sz.000538,深
128,000539,粤电力A,广东,火力发电,广东电力发展股份有限公司,"Guangdong Electric Power Development Co.,Ltd",主板,19931126,sz.000539,深
129,000540,中天金融,贵州,多元金融,中天金融集团股份有限公司,Zhongtian Financial Group Company Limited,主板,19940202,sz.000540,深
130,000541,佛山照明,广东,家用电器,佛山电器照明股份有限公司,"Foshan Electrical and Lighting Co.,Ltd.",主板,19931123,sz.000541,深
131,000543,皖能电力,安徽,火力发电,安徽省皖能股份有限公司,An Hui Wenergy Company Limited,主板,19931220,sz.000543,深
132,000544,中原环保,河南,环境保护,中原环保股份有限公司,"Central Plains Environment Protection Co.,Ltd",主板,19931208,sz.000544,深
133,000545,金浦钛业,吉林,化工原料,金浦钛业股份有限公司,"GPRO TITANIUM INDUSTRY CO.,LTD",主板,19931215,sz.000545,深
134,000546,金圆股份,吉林,水泥,金圆环保股份有限公司,"Jinyuan Ep Co.,Ltd",主板,19931215,sz.000546,深
135,000547,航天发展,福建,通信设备,航天工业发展股份有限公司,"Addsino Co.,Ltd.",主板,19931130,sz.000547,深
136,000548,湖南投资,湖南,路桥,湖南投资集团股份有限公司,"Hunan Investment Group Co.,Ltd.",主板,19931220,sz.000548,深
137,000550,江铃汽车,江西,汽车整车,江铃汽车股份有限公司,"Jiangling Motors Corporation, Ltd.",主板,19931201,sz.000550,深
138,000551,创元科技,江苏,专用机械,创元科技股份有限公司,"Create Technology & Science Co., Ltd.",主板,19940106,sz.000551,深
139,000552,靖远煤电,甘肃,煤炭开采,甘肃靖远煤电股份有限公司,"Gansu Jingyuan Coal Industry and Electricity Power Co.,Ltd",主板,19940106,sz.000552,深
140,000553,安道麦A,湖北,农药化肥,安道麦股份有限公司,ADAMA Ltd.,主板,19931203,sz.000553,深
141,000554,泰山石油,山东,石油贸易,中国石化山东泰山石油股份有限公司,"SINOPEC Shandong Taishan Petroleum CO.,LTD",主板,19931215,sz.000554,深
142,000555,神州信息,深圳,软件服务,神州数码信息服务股份有限公司,Digital China Information Service Company Ltd.,主板,19940408,sz.000555,深
143,000557,西部创业,宁夏,铁路,宁夏西部创业实业股份有限公司,"Ningxia Western Venture Industrial Co., Ltd.",主板,19940617,sz.000557,深
144,000558,莱茵体育,浙江,文教休闲,莱茵达体育发展股份有限公司,"Lander Sports Development Co.,Ltd.",主板,19940509,sz.000558,深
145,000559,万向钱潮,浙江,汽车配件,万向钱潮股份有限公司,"Wanxiang Qianchao Co.,Ltd.",主板,19940110,sz.000559,深
146,000560,我爱我家,云南,房产服务,我爱我家控股集团股份有限公司,"5I5J Holding Group Co., Ltd.",主板,19940202,sz.000560,深
147,000561,烽火电子,陕西,通信设备,陕西烽火电子股份有限公司,"Shaanxi Fenghuo Electronics Co., Ltd.",主板,19940509,sz.000561,深
148,000563,陕国投A,陕西,多元金融,陕西省国际信托股份有限公司,"Shaanxi International Trust Co.,Ltd",主板,19940110,sz.000563,深
149,000564,*ST大集,陕西,百货,供销大集集团股份有限公司,"Ccoop Group Co., Ltd",主板,19940110,sz.000564,深
150,000565,渝三峡A,重庆,染料涂料,重庆三峡油漆股份有限公司,"Chongqing Sanxia Paints Co.,Ltd.",主板,19940408,sz.000565,深
151,000566,海南海药,海南,化学制药,海南海药股份有限公司,"Hainan Haiyao Co.,Ltd.",主板,19940525,sz.000566,深
152,000567,海德股份,海南,多元金融,海南海德资本管理股份有限公司,"Hainan Haide Capital Management Co.,Ltd.",主板,19940525,sz.000567,深
153,000568,泸州老窖,四川,白酒,泸州老窖股份有限公司,"Luzhou Laojiao Co.,Ltd",主板,19940509,sz.000568,深
154,000570,苏常柴A,江苏,机械基件,常柴股份有限公司,"Changchai Company,Limited",主板,19940701,sz.000570,深
155,000571,ST大洲,海南,综合类,新大洲控股股份有限公司,"Sundiro Holding Co.,Ltd.",主板,19940525,sz.000571,深
156,000572,海马汽车,海南,汽车整车,海马汽车股份有限公司,"Haima Automobile Co.,Ltd.",主板,19940808,sz.000572,深
157,000573,粤宏远A,广东,区域地产,东莞宏远工业区股份有限公司,DongGuan Winnerway Industry Zone LTD.,主板,19940815,sz.000573,深
158,000576,甘化科工,广东,综合类,广东甘化科工股份有限公司,"Guangdong Ganhua Science & Industry Co., Ltd.",主板,19940907,sz.000576,深
159,000581,威孚高科,江苏,汽车配件,无锡威孚高科技集团股份有限公司,"Weifu High-Technology Group Co.,Ltd.",主板,19980924,sz.000581,深
160,000582,北部湾港,广西,港口,北部湾港股份有限公司,"Beibu Gulf Port Co., Ltd.",主板,19951102,sz.000582,深
161,000584,哈工智能,江苏,专用机械,江苏哈工智能机器人股份有限公司,"Jiangsu Hagong Intelligent Robot Co.,Ltd",主板,19951128,sz.000584,深
162,000585,*ST东电,海南,电气设备,东北电气发展股份有限公司,Northeast Electric Development Company Limited,主板,19951213,sz.000585,深
163,000586,汇源通信,四川,通信设备,四川汇源光通信股份有限公司,"Sichuan Huiyuan Optical Communications Co.,Ltd.",主板,19951220,sz.000586,深
164,000587,*ST金洲,黑龙江,批发业,金洲慈航集团股份有限公司,"Jinzhou Cihang Group Co., Ltd",主板,19960425,sz.000587,深
165,000589,贵州轮胎,贵州,汽车配件,贵州轮胎股份有限公司,"Guizhou Tyre Co.,Ltd.",主板,19960308,sz.000589,深
166,000590,启迪药业,湖南,中成药,启迪药业集团股份公司,"TUS-PHARMACEUTICAL GROUP CO., LTD.",主板,19960119,sz.000590,深
167,000591,太阳能,重庆,新型电力,中节能太阳能股份有限公司,"CECEP Solar Energy Co.,Ltd.",主板,19960208,sz.000591,深
168,000592,平潭发展,福建,林业,中福海峡(平潭)发展股份有限公司,Zhongfu Straits (Pingtan) Development Company Limited,主板,19960327,sz.000592,深
169,000593,大通燃气,四川,供气供热,四川大通燃气开发股份有限公司,"Si Chuan Datong Gas Development Co., Ltd.",主板,19960312,sz.000593,深
170,000595,*ST宝实,宁夏,机械基件,宝塔实业股份有限公司,"Baota Industry Co.,Ltd.",主板,19960419,sz.000595,深
171,000596,古井贡酒,安徽,白酒,安徽古井贡酒股份有限公司,Anhui Gujing Distillery Company Limited,主板,19960927,sz.000596,深
172,000597,东北制药,辽宁,化学制药,东北制药集团股份有限公司,"Northeast Pharmaceutical Group Co., Ltd.",主板,19960523,sz.000597,深
173,000598,兴蓉环境,四川,水务,成都市兴蓉环境股份有限公司,"Chengdu Xingrong Environment Co., Ltd.",主板,19960529,sz.000598,深
174,000599,青岛双星,山东,汽车配件,青岛双星股份有限公司,"Qingdao Doublestar Co.,Ltd",主板,19960430,sz.000599,深
175,000600,建投能源,河北,火力发电,河北建投能源投资股份有限公司,"Jointo Energy Investment Co.,Ltd.Hebei.",主板,19960606,sz.000600,深
176,000601,韶能股份,广东,水力发电,广东韶能集团股份有限公司,"Guangdong Shaoneng Group Co.,Ltd",主板,19960830,sz.000601,深
177,000603,盛达资源,北京,铅锌,盛达金属资源股份有限公司,"Shengda Resources Co.,Ltd.",主板,19960823,sz.000603,深
178,000605,渤海股份,北京,水务,渤海水业股份有限公司,"Bohai Water Industry Co., Ltd.",主板,19960913,sz.000605,深
179,000606,ST顺利,青海,互联网,顺利办信息服务股份有限公司,"Shunliban Information Service Co., Ltd",主板,19961004,sz.000606,深
180,000607,华媒控股,浙江,广告包装,浙江华媒控股股份有限公司,"Zhejiang Huamei Holding Co., Ltd.",主板,19960830,sz.000607,深
181,000608,阳光股份,广西,区域地产,阳光新业地产股份有限公司,"Yang Guang Co., Ltd.",主板,19960919,sz.000608,深
182,000609,*ST中迪,北京,区域地产,北京中迪投资股份有限公司,"Beijing Zodi Investment Co., Ltd.",主板,19961010,sz.000609,深
183,000610,西安旅游,陕西,旅游服务,西安旅游股份有限公司,"Xi'An Tourism Co.,Ltd.",主板,19960926,sz.000610,深
184,000611,*ST天首,内蒙,纺织,内蒙古天首科技发展股份有限公司,"Inner Mongolia TianShou Technology&development, Co., Ltd.",主板,19961008,sz.000611,深
185,000612,焦作万方,河南,铝,焦作万方铝业股份有限公司,"Jiaozuo Wanfang Aluminum Manufacturing Co.,Ltd.",主板,19960926,sz.000612,深
186,000613,*ST东海A,海南,旅游服务,海南大东海旅游中心股份有限公司,"Hainan Dadonghai Tourism Centre (Holdings) Co.,Ltd",主板,19970128,sz.000613,深
187,000615,奥园美谷,湖北,区域地产,奥园美谷科技股份有限公司,"Aoyuan Beauty Valley Technology Co.,Ltd.",主板,19961016,sz.000615,深
188,000616,ST海投,辽宁,全国地产,海航投资集团股份有限公司,"HNA Investment Group Co.,Ltd.",主板,19961108,sz.000616,深
189,000617,中油资本,新疆,多元金融,中国石油集团资本股份有限公司,Cnpc Capital Company Limited,主板,19961022,sz.000617,深
190,000619,海螺型材,安徽,其他建材,芜湖海螺型材科技股份有限公司,"Wuhu Conch Profiles and Science Co., Ltd",主板,19961023,sz.000619,深
191,000620,新华联,北京,全国地产,新华联文化旅游发展股份有限公司,"Macrolink Culturaltainment Development CO., LTD.",主板,19961029,sz.000620,深
192,000622,恒立实业,湖南,汽车配件,恒立实业发展集团股份有限公司,"Hengli Industrial Development Group Co., Ltd.",主板,19961107,sz.000622,深
193,000623,吉林敖东,吉林,化学制药,吉林敖东药业集团股份有限公司,"Jilin Aodong Pharmaceutical Group Co., Ltd.",主板,19961028,sz.000623,深
194,000625,长安汽车,重庆,汽车整车,重庆长安汽车股份有限公司,Chongqing Changan Automobile Company Limited,主板,19970610,sz.000625,深
195,000626,远大控股,江苏,商贸代理,远大产业控股股份有限公司,"Grand Industrial Holding Co., Ltd",主板,19961128,sz.000626,深
